relation_id,head,relation,tail,context,source
REL_1655,FORCED LANDING,subclass of,ENGINE,ENGINE QUIT ON APPROACH. STRUCK WIRES ON FORCED LANDING. SELECTOR ON EMPTY TANK THAT SHOWED FULL ON GAUGE.,rebel
REL_1656,PORPOISING,facet of,AUTOPILOT,REPORTED PORPOISING AUTOPILOT. DEPARTED WITH INTENTION ADJUST IN AIR. LOST BOTH WINGS OUTSIDE ENGINES. OVERSTRESSED,rebel
REL_1657,CABIN DOOR,part of,LIFTOFF,CABIN DOOR OPENED ON LIFTOFF. LANDED ON REMAINING RUNWAY WITH GEAR UP. TOWER ADVISED YOUR GEAR IS UP.,rebel
REL_1657,LIFTOFF,has part,CABIN DOOR,CABIN DOOR OPENED ON LIFTOFF. LANDED ON REMAINING RUNWAY WITH GEAR UP. TOWER ADVISED YOUR GEAR IS UP.,rebel
REL_1658,TAKEOFF ROLL,mouth of the watercourse,LAKE,REPORTED JAMMED YOKE ON TAKEOFF ROLL. UNABLE STOP SKIPPED ACROSS LAKE TO IMPACT SHORE. POSSIBLE CONTROL LOCK.,rebel
REL_1658,LAKE,tributary,TAKEOFF ROLL,REPORTED JAMMED YOKE ON TAKEOFF ROLL. UNABLE STOP SKIPPED ACROSS LAKE TO IMPACT SHORE. POSSIBLE CONTROL LOCK.,rebel
REL_1659,MAIN CABIN,has part,CLIMB,REAR HALF OF MAIN CABIN DOOR OPENED ON CLIMB. RETURNED. LANDED SAFELY. PILOT UNSURE IF DOOR PROPERLY CLOSED.,rebel
REL_1659,CLIMB,part of,MAIN CABIN,REAR HALF OF MAIN CABIN DOOR OPENED ON CLIMB. RETURNED. LANDED SAFELY. PILOT UNSURE IF DOOR PROPERLY CLOSED.,rebel
REL_1660,LANDED GEAR UP,facet of,ENGINE COWLING,ON CLIMBOUT THE LEFT SIDE OF ENGINE COWLING CAME LOOSE. RETURNED TO AIRPORT. LANDED GEAR UP.,rebel
REL_1661,TAKEOFF,mountain range,TREES,DOOR OPENED ON TAKEOFF. TRIED TO RETURN. BUT DESCENDED INTO TREES. STUDENT BECAME FLUSTERED AND LOST CONTROL.,rebel
REL_1662,FUEL,used by,AIRCRAFT,ON TAKEOFF ROLL RIGHT FUEL CAP SEPARATED FROM AIRCRAFT. CAP WENT THROUGH REAR ROTATING PROPELLER. PROP DESTROYED.,rebel
REL_1662,AIRCRAFT,uses,FUEL,ON TAKEOFF ROLL RIGHT FUEL CAP SEPARATED FROM AIRCRAFT. CAP WENT THROUGH REAR ROTATING PROPELLER. PROP DESTROYED.,rebel
REL_1663,2008 Summer Olympics,point in time,2008,FAILED DEVELOP TAKEOFF POWER. ABORTED 2/3 DOWN RUNWAY.HIT BRAKES TO STOP. NOSED OVER. PROP LEVER NOT FORWARD.,rebel
REL_1664,WOULDN'T IDLE BELOW 70 MPH,subclass of,ENGINE QUIT ON SLOW FLIGHT DEMO,ENGINE QUIT ON SLOW FLIGHT DEMO. NO STARTER. CRASHED TRYING FOR A ROAD. ENGINE WOULDN'T IDLE BELOW 70 MPH.,rebel
REL_1665,TAKEOFF,subclass of,AIRCRAFT,ATTEMPTING TO CLOSE DOOR ON TAKEOFF. PILOT ALLOWED AIRCRAFT TO DRIFT RIGHT. STRUCK UNKNOWN OBJECT WITH WING TIP.,rebel
REL_1666,NOSE WHEEL,manufacturer,MECHANIC,NOSE WHEEL JAMMED IN UP POSITION ON DEPARTURE. LANDED NOSE GEAR UP.FLASH LIGHT LEFT BY MECHANIC NOT NOTICED BY CREW,rebel
REL_1666,MECHANIC,product or material produced,NOSE WHEEL,NOSE WHEEL JAMMED IN UP POSITION ON DEPARTURE. LANDED NOSE GEAR UP.FLASH LIGHT LEFT BY MECHANIC NOT NOTICED BY CREW,rebel
REL_1667,FLIGHT,has part,AIRSPEED,REPORTED UNCOMMANDED RIGHT TURN IN FLIGHT AND LOW AIRSPEED. OVERSHOT PRECAUTIONARY LANDING. STATIC SYSTEM FOULED.,rebel
REL_1667,AIRSPEED,part of,FLIGHT,REPORTED UNCOMMANDED RIGHT TURN IN FLIGHT AND LOW AIRSPEED. OVERSHOT PRECAUTIONARY LANDING. STATIC SYSTEM FOULED.,rebel
REL_1668,TAKEOFF ROLL,subclass of,TIRES,DOOR POPPED OPEN ON TAKEOFF ROLL. ABORTED. USED EXCESSIVE BRAKE PRESSURE TO STOP. DAMAGED TIRES. MEDICAL EXPIRED.,rebel
REL_1669,LOST TAIL ROTOR ASSEMBLY INFLIGHT,instance of,AUTO LANDING,LOST TAIL ROTOR ASSEMBLY INFLIGHT. MADE HARD AUTO LANDING. FUEL FILLER CAP MISSING. STRUCK TAIL FIN AND TAIL ROTOR.,rebel
REL_1670,TAKEOFF,product or material produced,ENGINE,LEFT ENGINE OIL CAP CAME OFF AFTER TAKEOFF. SHUT ENGINE DOWN. RETURNED. LANDED SAFELY.,rebel
REL_1671,TAKEOFF,uses,CARTWHEEL,LANDED TO CHECK FUEL IMBALANCE. ELECTED TO AGAIN TAKEOFF. UNABLE TO KEEP RIGHT WING UP. WING HIT GROUND. CARTWHEEL.,rebel
REL_1671,CARTWHEEL,used by,TAKEOFF,LANDED TO CHECK FUEL IMBALANCE. ELECTED TO AGAIN TAKEOFF. UNABLE TO KEEP RIGHT WING UP. WING HIT GROUND. CARTWHEEL.,rebel
REL_1672,AIRCRAFT HAD NOT FLOWN IN MONTHS,instance of,AIRCRAFT,ENGINE QUIT ON CLIMB. AIRCRAFT LANDED. CROSSED A DITCH. FOUND WATER IN CARBURETOR. AIRCRAFT HAD NOT FLOWN IN MONTHS,rebel
REL_1673,TAKEOFF ROLL,connects with,TORQUE LINK DUAL PINS,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,rebel
REL_1673,TORQUE LINK DUAL PINS,connects with,TAKEOFF ROLL,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,rebel
REL_1674,LACKED ACCELERATION ON TAKEOFF,has effect,WARNING LIGHT INOPERATIVE,LACKED ACCELERATION ON TAKEOFF. FAILED TO ABORT. OVERRAN RUNWAY. PARKING BRAKE ON BUT WARNING LIGHT INOPERATIVE.,rebel
REL_1674,WARNING LIGHT INOPERATIVE,has cause,LACKED ACCELERATION ON TAKEOFF,LACKED ACCELERATION ON TAKEOFF. FAILED TO ABORT. OVERRAN RUNWAY. PARKING BRAKE ON BUT WARNING LIGHT INOPERATIVE.,rebel
REL_1675,FUEL TANK,instance of,ENGINE,ENGINE QUIT ON CLIMBOUT. FOUND WATER IN FUEL. FUEL TANK CAPS NOT VENTED .,rebel
REL_1676,FLIGHT BAG EXITED WHILE TAXIING TO GATE,operator,FLIGHT CREW,FLIGHT CREW FAILED TO SECURE RIGHT DOOR OF NOSE COMPARTMENT. FLIGHT BAG EXITED WHILE TAXIING TO GATE.,rebel
REL_1677,TAKEOFF ROLL,has part,PITOT,NO AIRSPEED ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END RUNWAY INTO DITCH. FAILED TO REMOVE PITOT COVER.,rebel
REL_1677,PITOT,part of,TAKEOFF ROLL,NO AIRSPEED ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END RUNWAY INTO DITCH. FAILED TO REMOVE PITOT COVER.,rebel
REL_1678,SEA ICE,subclass of,WATER ICE,LOST POWER BOTH ENGINES. LANDED ON SEA ICE. HIT PRESSURE RIDGE. WATER ICE IN FUEL. NO PRIST ADDED OR SUMPS DRAINED.,rebel
REL_1679,WINDSHIELD,instance of,CLIMB,OIL ON WINDSHIELD ON INITIAL CLIMB. MADE CIRCUIT. BOUNCED LANDING. LEFT RUNWAY INTO A DITCH. OIL CAP CAME OFF.,rebel
REL_1680,TAKEOFF,instance of,DOOR,DURING TAKEOFF DOOR CAME OPEN. TRIED TO CLOSE SAME INFLIGHT. IMPACTED STEEP TURN. FLY FIRST CLOSE DOOR ON GROUND.,rebel
REL_1681,LANDING ROLL,different from,CROSSING ROAD,STRUCK A LARGE CALF ON RUNWAY DURING LANDING ROLL. SLID OVER EMBANKMENT CATTLE GUARD ON CROSSING ROAD FILLED IN.,rebel
REL_1681,CROSSing ROAD,different from,LANDING ROLL,STRUCK A LARGE CALF ON RUNWAY DURING LANDING ROLL. SLID OVER EMBANKMENT CATTLE GUARD ON CROSSING ROAD FILLED IN.,rebel
REL_1682,WATER DEBRIS,facet of,FUEL,LOST POWER LEFT ENGINE. FEATHERED BUT UNABLE HOLD ALTITUDE DUE SAGGING LANDING GEAR. WATER DEBRIS IN FUEL SYSTEM.,rebel
REL_1683,AIRSPEED,different from,RUNWAY,CANOPY CAME OPEN ON SHORT FINAL AND SEPARATED. AIRSPEED CAME LOW. IMPACTED SHORT OF RUNWAY. FIRST FLIGHT IN TYPE.,rebel
REL_1683,RUNWAY,different from,AIRSPEED,CANOPY CAME OPEN ON SHORT FINAL AND SEPARATED. AIRSPEED CAME LOW. IMPACTED SHORT OF RUNWAY. FIRST FLIGHT IN TYPE.,rebel
REL_1684,SEAT PIN,different from,HOLE WORN,LOST CONTROL ON CLIMBOUT WHEN SEAT SLID BACKWARDS. SEAT PIN AND HOLE WORN BUT STILL SERVICEABLE.,rebel
REL_1684,HOLE WORN,different from,SEAT PIN,LOST CONTROL ON CLIMBOUT WHEN SEAT SLID BACKWARDS. SEAT PIN AND HOLE WORN BUT STILL SERVICEABLE.,rebel
REL_1685,ARMED AID FIRE UNIT,subclass of,CREW,LANDED DEEP GRASS. FIRE ERUPTED UNDER THE 206L3. CREW CHIEF ARMED AID FIRE UNIT. PILOT OR CREW CAUSED ACTIVATION.,rebel
REL_1686,BOLT,subclass of,MAIN GEAR,SEVERE VIBRATION LANDING. RIGHT MAIN GEAR COLLAPSED. APEX BOLT FAILED. CASTERED GEAR. NON EXTENSION GROUND SPOILERS,rebel
REL_1687,CLIMBOUT,different from,RUNWAY,ENGINE QUIT ON CLIMBOUT AFTER SWITCHING FROM RIGHT TO LEFT TANKS. LANDED SHORT OF RUNWAY. NO USEABLE FUEL LEFT.,rebel
REL_1687,RUNway,different from,CLIMBOUT,ENGINE QUIT ON CLIMBOUT AFTER SWITCHING FROM RIGHT TO LEFT TANKS. LANDED SHORT OF RUNWAY. NO USEABLE FUEL LEFT.,rebel
REL_1688,STALLED DROPPED WING,subclass of,FLAPS,BOUNCED LANDING. TRIED GO AROUND FULL FLAPS. STALLED DROPPED WING AND CRASHED.,rebel
REL_1689,LOST INDEX FINGER,facet of,FLIGHT,DOOR WARNING LIGHT ON IN FLIGHT. LOST INDEX FINGER WHEN DOOR OPENED. LANDED SAFELY. TAKEN TO HOSPITAL.,rebel
REL_1690,LATCH,subclass of,CLIMBOUT,"PITCHED UP ON INITIAL CLIMBOUT. ROLLED, CRASHED AND BURNED. FOUND AFT UTILITY DOOR OPEN. LATCH WAS IN OPEN POSITION",rebel
REL_1691,DRAIN,part of,ENGINE,EN ROUTE TO OBTAIN DUAL. LOST POWER.LOST CONTROL. FUEL CONTAMINATION. NEVER SUMPED DRAINS. HAD PRIOR ROUGH ENGINE.,rebel
REL_1692,FITTING,subclass of,ROLLOUT,RIGHT BRAKE FAILED ON ROLLOUT. VEERED OFF RUNWAY. HIT BERM. BRAKE LINE LEAKING AT FITTING. LOST ALL BRAKE FLUID.,rebel
REL_1693,PILOT,uses,AIRCRAFT,PILOT LOST CONTROL OF AIRCRAFT ON TAKEOFF ROLL. PILOTS SEAT WAS NOT LOCKED IN POSITION AND SLID AFT ON ACCELARATION,rebel
REL_1693,AIRCRAFT,used by,PILOT,PILOT LOST CONTROL OF AIRCRAFT ON TAKEOFF ROLL. PILOTS SEAT WAS NOT LOCKED IN POSITION AND SLID AFT ON ACCELARATION,rebel
REL_1694,LIFTOFF,different from,GEAR RETRACTION,NOSE BAGGAGE DOOR OPENED ON LIFTOFF AND GEAR RETRACTION. ABORTED AND LANDED ON SAME RUNWAY BEFORE GEAR WAS DOWN.,rebel
REL_1694,GEAR RETRACTION,different from,LIFTOFF,NOSE BAGGAGE DOOR OPENED ON LIFTOFF AND GEAR RETRACTION. ABORTED AND LANDED ON SAME RUNWAY BEFORE GEAR WAS DOWN.,rebel
REL_1695,LEFT MAIN GEAR COLLAPSED ON ROLLOUT,subclass of,INFLIGHT,DOOR OPENED INFLIGHT. MADE PRECAUTIONARY LANDING. LEFT MAIN GEAR COLLAPSED ON ROLLOUT.,rebel
REL_1696,CRANKSHAFT,has part,METAL IN OIL SCREEN,PURCHASED PLANE WITH METAL IN OIL SCREEN. ADVISED NOT TO FLY UNTIL FIXED. IGNORED. CRANKSHAFT FAILED 22HR LATER.,rebel
REL_1696,METAL IN OIL SCREEN,part of,CRANKSHAFT,PURCHASED PLANE WITH METAL IN OIL SCREEN. ADVISED NOT TO FLY UNTIL FIXED. IGNORED. CRANKSHAFT FAILED 22HR LATER.,rebel
REL_1697,COCKPIT,located in the administrative territorial entity,TAXI,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.,rebel
REL_1697,TAXI,contains administrative territorial entity,COCKPIT,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.,rebel
REL_1698,R-1,has part,BARRIER STRAP,DOOR CLOSED WITH R-1 BARRIER STRAP AND BUCKLE OUTSIDE. PILOT HEARD NOISE. DUMPED FUEL AND RETURNED.,rebel
REL_1698,BARRIER STRAP,part of,R-1,DOOR CLOSED WITH R-1 BARRIER STRAP AND BUCKLE OUTSIDE. PILOT HEARD NOISE. DUMPED FUEL AND RETURNED.,rebel
REL_1699,OIL FILTER LEAKED,product or material produced,OIL,ENGINE QUIT ON CLIMBOUT. HIT TREES ON FORCED LANDING. NO OIL IN ENGINE. LARGE OIL SPOT PARK AREA. OIL FILTER LEAKED,rebel
REL_1700,BAGGAGE DOOR,part of,AIRCRAFT,AIRCRAFT WAS ON TAKEOFF ROLL WHEN BAGGAGE DOOR BECAME AJAR. SEPARATED FROM AIRCRAFT.,rebel
REL_1700,AIRCRAFT,has part,BAGGAGE DOOR,AIRCRAFT WAS ON TAKEOFF ROLL WHEN BAGGAGE DOOR BECAME AJAR. SEPARATED FROM AIRCRAFT.,rebel
REL_1701,FEATHERED WRONG ENGINE,has effect,CRASHED,STRUCK TREES ON APPROACH TO AIRPORT. CRASHED. BOTH PROPS FOUND FEATHERED. INDICATES SE GIVEN.FEATHERED WRONG ENGINE,rebel
REL_1701,CRASHED,has cause,FEATHERED WRONG ENGINE,STRUCK TREES ON APPROACH TO AIRPORT. CRASHED. BOTH PROPS FOUND FEATHERED. INDICATES SE GIVEN.FEATHERED WRONG ENGINE,rebel
REL_1702,TAKEOFF,has part,ELEVATOR TRIM,NOSE PITCHED UP ON TAKEOFF. UNABLE TO LOWER. STALLED INTO TREES. ELEVATOR TRIM FULL UP. FAILED SET TRIM FOR TAKEOFF,rebel
REL_1702,ELEVATOR TRIM,part of,TAKEOFF,NOSE PITCHED UP ON TAKEOFF. UNABLE TO LOWER. STALLED INTO TREES. ELEVATOR TRIM FULL UP. FAILED SET TRIM FOR TAKEOFF,rebel
REL_1702,ELEVATOR TRIM,part of,TAKEOFF,NOSE PITCHED UP ON TAKEOFF. UNABLE TO LOWER. STALLED INTO TREES. ELEVATOR TRIM FULL UP. FAILED SET TRIM FOR TAKEOFF,rebel
REL_1702,TAKEOFF,has part,ELEVATOR TRIM,NOSE PITCHED UP ON TAKEOFF. UNABLE TO LOWER. STALLED INTO TREES. ELEVATOR TRIM FULL UP. FAILED SET TRIM FOR TAKEOFF,rebel
REL_1703,OCCUPANTS,subclass of,BALANCE,BALANCE BALLAST WEIGHT NOT SWITCHED TO REAR FOR 2 OCCUPANTS. WAS FORWARD FOR STUDENT SOLO. CRASHED NOSE DOWN.,rebel
REL_1704,NO IFR RATING,facet of,BATTERY,FAILED TURN OF MASTER. DEAD BATTERY NO CHARGE PRIOR JUMP START. INDICATES LOST ELECTRICS AND CONTROL. NO IFR RATING,rebel
REL_1705,Air France,item operated,C-130 Hercules,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,Air France,item operated,C-130 Hercules,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,C-130 Hercules,operator,Air France,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,C-130 Hercules,operator,Air France,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,C-130 Hercules,operator,Air France,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,C-130 Hercules,operator,Air France,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,Air France,item operated,C-130 Hercules,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,Air France,item operated,C-130 Hercules,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,C-130 Hercules,operator,Air France,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1705,C-130 Hercules,operator,Air France,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,rebel
REL_1706,AIRCRAFT,different from,MEDICAL,ELECTED TO GO AROUND. STALLED INTO TREES WITH FLAPS FULL DOWN. NO LICENSE OR MEDICAL. AIRCRAFT OUT OF ANNUAL.,rebel
REL_1706,MEDICAL,different from,AIRCRAFT,ELECTED TO GO AROUND. STALLED INTO TREES WITH FLAPS FULL DOWN. NO LICENSE OR MEDICAL. AIRCRAFT OUT OF ANNUAL.,rebel
REL_1707,SPUN,subclass of,HIT DECK,TIED DOWN ON OIL RIG. HURRIED DEPARTURE. FAILED UNTIE LEFT FRONT SKID. SPUN. ROTORS FLEXED CHOPPED TAIL. HIT DECK.,rebel
REL_1708,LATCH CANOPY,located in the administrative territorial entity,TAKEOFF,"FORGOT TO LATCH CANOPY ON TAKEOFF. TRIED TO LATCH, PITCHED DOWN, HIT RUNWAY, BOUNCED, LANDED, GEAR COLLAPSED.",rebel
REL_1709,COVID-19 pandemic,has cause,COVID-19,SMOKE IN COCKPIT. LOST ELEVATOR CONTROL. RETURNED. UNABLE TO FLARE. ELEVATOR CABLES BURNED THROUGH.BY LOOSE BATTERY,rebel
REL_1709,COVID-19 pandemic,has effect,COVID-19 pandemic,SMOKE IN COCKPIT. LOST ELEVATOR CONTROL. RETURNED. UNABLE TO FLARE. ELEVATOR CABLES BURNED THROUGH.BY LOOSE BATTERY,rebel
REL_1710,INSPECTED LOCKING ASSEMBLY,manufacturer,AFT,AFT REAR CARGO DOOR CAME OPEN EN ROUTE. INSPECTED LOCKING ASSEMBLY. FOUND OK.,rebel
REL_1711,GASCOLATOR,different from,UNAWARE,ENGINE QUIT ON CLIMBOUT. STRUCK FENCE LANDING. GASCOLATOR DRAIN WAS OPEN. PILOT UNAWARE DRAIN COULD REMAIN OPEN.,rebel
REL_1711,UNAWARE,different from,GASCOLATOR,ENGINE QUIT ON CLIMBOUT. STRUCK FENCE LANDING. GASCOLATOR DRAIN WAS OPEN. PILOT UNAWARE DRAIN COULD REMAIN OPEN.,rebel
REL_1712,LEFT WING EXPLODED,has cause,ENGINE START,WARNED FUEL LEAK LEFT WING. IGNORED. BACKFIRE ON ENGINE START. LEFT WING EXPLODED. GROUND CREW OVERFILLED TANK.,rebel
REL_1712,ENGINE START,has effect,LEFT WING EXPLODED,WARNED FUEL LEAK LEFT WING. IGNORED. BACKFIRE ON ENGINE START. LEFT WING EXPLODED. GROUND CREW OVERFILLED TANK.,rebel
REL_1713,MANUAL,different from,LOCKDOWN,GEAR FAILED TO EXTEND. USED MANUAL BUT NO LOCKDOWN SHOWN. MAIN GEAR COLLAPSED USING BRAKES. SLIDE TUBES LACKED LUBE,rebel
REL_1713,LOCKDOWN,different from,MANUAL,GEAR FAILED TO EXTEND. USED MANUAL BUT NO LOCKDOWN SHOWN. MAIN GEAR COLLAPSED USING BRAKES. SLIDE TUBES LACKED LUBE,rebel
REL_1714,CHOPPER,connects with,TAILROTOR,LOUD BANG PARTS TAILROTOR AND DEBRIS FELL. CHOPPER SPUN TO GROUND . LEFT DOOR REMOVED. EVIDENCE KNEE PAT HIT ROTORS,rebel
REL_1714,CHOPPER,connects with,DEBRIS FELL,LOUD BANG PARTS TAILROTOR AND DEBRIS FELL. CHOPPER SPUN TO GROUND . LEFT DOOR REMOVED. EVIDENCE KNEE PAT HIT ROTORS,rebel
REL_1714,DEBRIS FELL,connects with,CHOPPER,LOUD BANG PARTS TAILROTOR AND DEBRIS FELL. CHOPPER SPUN TO GROUND . LEFT DOOR REMOVED. EVIDENCE KNEE PAT HIT ROTORS,rebel
REL_1715,FUEL SELECTOR,part of,DENTE,ENGINE QUIT ON CLIMBOUT. SETTLED INTO A SWAMP. HAD ACCIDENTLY BUMPED FUEL SELECTOR OUT OF DENTE DURING MAINTENANCE.,rebel
REL_1715,DENTE,has part,FUEL SELECTOR,ENGINE QUIT ON CLIMBOUT. SETTLED INTO A SWAMP. HAD ACCIDENTLY BUMPED FUEL SELECTOR OUT OF DENTE DURING MAINTENANCE.,rebel
REL_1716,OVERSHOOTING,uses,CLIMBOUT,OVERSHOOTING DOWNHILL RUNWAY BEGAN GO AROUND. STRUCK TREES ON CLIMBOUT. FAILED TO TIMELY RAISE FULL FLAPS.,rebel
REL_1716,CLIMBOUT,used by,OVERSHOOTING,OVERSHOOTING DOWNHILL RUNWAY BEGAN GO AROUND. STRUCK TREES ON CLIMBOUT. FAILED TO TIMELY RAISE FULL FLAPS.,rebel
REL_1717,LOST POWER IN CRUISE FLIGHT,has cause,FORCED LANDING,LOST POWER IN CRUISE FLIGHT. IMPACTED IN A CROP FIELD ON FORCED LANDING. MIXTURE PULLED INSTEAD CARBUERETOR HEAT.,rebel
REL_1717,FORCED LANDing,has effect,LOST Power IN CRUISE FLIGHT,LOST POWER IN CRUISE FLIGHT. IMPACTED IN A CROP FIELD ON FORCED LANDING. MIXTURE PULLED INSTEAD CARBUERETOR HEAT.,rebel
REL_1718,AFT ENGINE,connects with,FRONT ENGINE,DEPARTED WITH LOW POWER AFT ENGINE DUE CLOGGED INJECTORS. FRONT ENGINE QUIT. STALLED. WATER IN FUEL FRONT ENGINE.,rebel
REL_1718,AFT ENGINE,connects with,FRONT ENGINE,DEPARTED WITH LOW POWER AFT ENGINE DUE CLOGGED INJECTORS. FRONT ENGINE QUIT. STALLED. WATER IN FUEL FRONT ENGINE.,rebel
REL_1718,FRONT ENGINE,connects with,AFT ENGINE,DEPARTED WITH LOW POWER AFT ENGINE DUE CLOGGED INJECTORS. FRONT ENGINE QUIT. STALLED. WATER IN FUEL FRONT ENGINE.,rebel
REL_1718,FRONT ENGINE,connects with,AFT ENGINE,DEPARTED WITH LOW POWER AFT ENGINE DUE CLOGGED INJECTORS. FRONT ENGINE QUIT. STALLED. WATER IN FUEL FRONT ENGINE.,rebel
REL_1719,ON TAKEOFF,member of,UNCONTROLLABY,ON TAKEOFF FROM OFFSHORE PLATFORM BEGAN TO SPIN UNCONTROLLABY. IMPACTED GULF. LEFT FRONT TIEDOWN NOT REMOVED.,rebel
REL_1720,COWLING,instance of,PILOT,PILOT NOTICED OIL COMING OUT OF COWLING. PRECAUTIONARY LANDING ON ROAD. PILOT HAD LEFT OIL CAP OFF.,rebel
REL_1720,COWLING,instance of,PILOT,PILOT NOTICED OIL COMING OUT OF COWLING. PRECAUTIONARY LANDING ON ROAD. PILOT HAD LEFT OIL CAP OFF.,rebel
REL_1721,LOST OIL PRESSURE,has cause,LOST OIL THROUGH OIL FILLER,LOST OIL PRESSURE. ENGINE FAILED. NOSED OVER ON FORCED LANDING. DIPSTICK LAYING LOOSE. LOST OIL THROUGH OIL FILLER.,rebel
REL_1721,LOST OIL THROUGH OIL FILLER,has effect,LOST OIL PRESSURE,LOST OIL PRESSURE. ENGINE FAILED. NOSED OVER ON FORCED LANDING. DIPSTICK LAYING LOOSE. LOST OIL THROUGH OIL FILLER.,rebel
REL_1722,FUSE,has part,GAGE,UNABLE EXTEND GEAR FOR LANDING. LANDED GEAR UP. GEAR AND FUSE GAGE DAMAGED BY OVERSTRESS SUCH AS EXTENDED OVERSPEED,rebel
REL_1722,GAGE,part of,FUSE,UNABLE EXTEND GEAR FOR LANDING. LANDED GEAR UP. GEAR AND FUSE GAGE DAMAGED BY OVERSTRESS SUCH AS EXTENDED OVERSPEED,rebel
REL_1723,JAMMED,subclass of,CONTROL,WHILE MANEUVERING. CONTROL JAMMED. USED BALLISTIC CHUTE. HIT NOSE DOWN. BELEIVES PORTABLE RADIO JAMMED CONTROLS.,rebel
REL_1723,JAMMED,subclass of,CONTROL,WHILE MANEUVERING. CONTROL JAMMED. USED BALLISTIC CHUTE. HIT NOSE DOWN. BELEIVES PORTABLE RADIO JAMMED CONTROLS.,rebel
REL_1724,LEFT FUEL CAP,facet of,GRAVITY FUEL FLOW,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.,rebel
REL_1725,"NASHVILLE, TN",shares border with,"FOR DAYTON, OH","NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",rebel
REL_1725,"FOR DAYTON, OH",shares border with,"NASHVILLE, TN","NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",rebel
REL_1726,WATER LANDING,has part,AMPHIBIAN,NEW PURCHASE AMPHIBIAN. FORGOT TO RAISE WHEELS FOR WATER LANDING. NOSED OVER.,rebel
REL_1726,AMPHIBIAN,part of,WATER LANDING,NEW PURCHASE AMPHIBIAN. FORGOT TO RAISE WHEELS FOR WATER LANDING. NOSED OVER.,rebel
REL_1727,LOST CONTROL,facet of,WEATHER,"DEPARTED AIRPORT AT NIGHT. UNABLE CHECK WEATHER, ENTERED SAME. TURNED BACK. LOST CONTROL. FORECAST WAS AMENDED.",rebel
REL_1728,AIRCRAFT,has part,MANUAL,AIRCRAFT POPPED OPEN ON DESCENT. FLIGHT MANUAL FLEW OUT AND STRUCK TRUCK WINDSHIELD ON GROUND. LANDED SAFELY.,rebel
