record_id,problem,action,aircraft_model,manufacturer,source
MN_102479,#3 CYL L/H ENG INTAKE GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_102480,L/H ENG #2 PRIMER LNE CLAMP NEEDS TO BE REPOSITIONED.,REPOSITIONED LINE & REPLACED SLEEVE.,,,maintnet
MN_102481,"#3, 4 ROCKER COVER GASKET LEAKING (L/H ENG).","REMOVED & REPLACED #3, 4 ROCKER COVER GASKETS.",,,maintnet
MN_102482,#4 INTAKE LEAKING.,REPLACED GASKET.,,,maintnet
MN_102483,#2 ROCKER COVER LEAKING.,REPLACED GASKET.,,,maintnet
MN_102484,#3 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #3 INDUCTION TUBE GASKET.,,,maintnet
MN_102485,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_102486,"ROCKER COVER #2, 3, 4 GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102487,MUFFLER MISSING NUT.,REPLACED NUT.,,,maintnet
MN_102488,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,PATCHED LOWER RIGHT FWD BAFFLE.,,,maintnet
MN_102489,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"PATCHED #4 BAFFLE, STOP DRILLED CRACK.",,,maintnet
MN_102490,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"INSTALLED BAFFLING ON ENGINE, INSTALLED INTAKE TUBES &",,,maintnet
MN_102491,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,DISASSEMBLED ENGINE. SENT CRANK IN FOR R,,,maintnet
MN_102492,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,INSTALLED CRANKSHAFT & NEW ROLLER TAPPETS. INSTALLED CA,,,maintnet
MN_102493,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,STARTED ASSEMBLY OF ENGINE IAW DIRECT DRIVE MANUAL. MEA,,,maintnet
MN_102494,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"HONED, CLEANED & MEASURED CYLINDERS (MEASURE GOOD). CK'",,,maintnet
MN_102495,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,INSTALLED ALL 4 PISTONS ON CONNECTING RODS. INSTALLED P,,,maintnet
MN_102496,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,RETORQUE CASE HALF. CLEANED & INSTALLED NECESSARY GEARS,,,maintnet
MN_102497,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"INSTALLED ACCESSORY CASE & OIL SUMP, INSPECTED HYDRAULI",,,maintnet
MN_102498,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,"INSTALLED FUEL & OIL PRESSURE LINES, MOUNTED OIL COOLER",,,maintnet
MN_102499,#2 INTAKE IS LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_102500,#4 CYL INTAKE GASKET LEAKAGE.,REPLACED GASKET.,,,maintnet
MN_102501,R/H BAFFLE PLUG IS WORN.,REMOVED & REPLACED PLUG W/ NEW.,,,maintnet
MN_102502,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_102503,TOP OIL COOLER LINE CHAFING ON VACUUM PUMP LINE.,"INSPECTED BOTH LINES, FOUND TO BE IN AIRWORTHY CONDITIO",,,maintnet
MN_102504,#2 CYL INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_102505,#2 CYL ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_102506,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_102507,LEFT ENG #2 EGT INOP.,OPS CK GOOD.,,,maintnet
MN_102508,LEFT ENG #2 EGT INOP.,REMOVED & REPLACED #2 EGT PROBE.,,,maintnet
MN_102509,ROCKER COVERS 1 & 2 LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_102510,"ROCKER COVERS 1, 2 & 3 LEAKING ON R/H ENGINE.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_102511,#4 ROCKER COVER LEAKING ON R/H ENGINE.,REMOVED & REPLACED #4 ROCKER GASKET.,,,maintnet
MN_102512,ADEL CLAMPS ON FUEL LINE TO FUEL CONTROL UNIT LOOSE.,REMOVED & REPLACED ADEL CLAMPS.,,,maintnet
MN_102513,#1 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,,,maintnet
MN_102514,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_102515,BROKEN MANIFOLD PSI LINE.,"REMOVED & REPLACED MANIFOLD PSI LINE, OPS CK GOOD.",,,maintnet
MN_102516,INTAKE GASKET TO CYL #2 LEAKING.,REPLACED GASKET.,,,maintnet
MN_102517,CYL #4 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_102518,#4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #4 INTAKE GASKET.,,,maintnet
MN_102519,#1 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102520,"LOOSE BAFFLE SCREW, ABOVE OIL FILLER TUBE.",TIGHTENED SCREW.,,,maintnet
MN_102521,#4 SPARK PLUG ACCESS HOLE ON BAFFLE REQUIRES PATCH.,INSTALLED PATCH.,,,maintnet
MN_102522,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #4 CYL INTAKE GASKET.,,,maintnet
MN_102523,#3 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED #3 & 4 CYL ROCKER COVER GASKETS.,,,maintnet
MN_102524,#1 & 2 ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102525,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102526,CYL #2 INTAKE LEAKING IN CONNECTION POINT TO OIL SUMP.,LEAK CK GOOD.,,,maintnet
MN_102527,CYL #2 INTAKE LEAKING IN CONNECTION POINT TO OIL SUMP.,SWAGED INTAKE TUBE ATTACHMENT TO OIL SUMP. REPLACED INT,,,maintnet
MN_102528,LOOSELY HANGING FRONT ENGINE RUBBER BAFFLE.,SECURED BAFFLE W/ RIVET INTO REQUIRED POSITION.,,,maintnet
MN_102529,CYL #2 & 3 ROCKER COVER GASKETS LEAKING.,LEAK CK GOOD.,,,maintnet
MN_102530,CYL #2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_102531,CYL #2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102532,L/H #3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102533,CYL #3 & 1 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102534,R/H ENG CYL #3 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_102535,R/H ENG OIL COOLER LEAKING.,TIGHTENED LOWER FITTING ON OIL COOLER.,,,maintnet
MN_102536,"#3 INTAKE GASKET LEAKING, L/H ENG.",REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_102537,"#2 INTAKE GASKET LEAKING, L/H ENG.",REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_102538,TOP LIFTING BRACKET CASE HALF BOLT LEAKING OIL.,SEALED LEAK BY RETORQUING NUT.,,,maintnet
MN_102539,R/H ENG BAFFLE CRACKED ON LEFT SIDE OF OIL COOLER.,SEPERATED FROM SIDE BAFFLE & FOUND CRACK TO BE PREVIOUS,,,maintnet
MN_102540,"ENGINE BAFFLE CHAFING ON #3 OIL RETURN LINE, L/H ENG.",ADJUSTED OIL RETURN LINE TO PREVENT ENGINE BAFFLE CHAFI,,,maintnet
MN_102541,START ASSIST.,STARTED A/C FOR PILOT.,,,maintnet
MN_102542,"#2 & 3 ROCKER COVERS LEAKING, L/H ENG.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102543,#3 & 4 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 & 4 INTAKE GASKETS.,,,maintnet
MN_102544,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,TIGHTENED SCREWS.,,,maintnet
MN_102545,#3 & #2 CYL ROCKER DRAIN LINES HAVE NO TORQUE SEAL.,"CK'ED TORQUE OF B-NUT, TORQUE SEALED.",,,maintnet
MN_102546,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_102547,"BAFFLE SEAL LOOSE, #1 CYL FWD BAFFLE.",RESECURED BAFFLE SEAL TO FWD BAFFLE.,,,maintnet
MN_102548,R/H #4 SIDE BAFFLE IS MISSING A BOLT.,INSTALLED BOLT & WASHERS.,,,maintnet
MN_102549,L/H #3 ROCKER GASKET IS LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_102550,"L/H ENGINE BAFFLE SNAP PLUG HOLE WORN, R/H SIDE ALSO.","INSTALLED NEW STRIKER PLATES. RIVETED IAW ,",,,maintnet
MN_102551,L/H OIL COOLER SUPPORT BAFFLE CRACKED.,LEAK CK GOOD ON PROP GOV LINE.,,,maintnet
MN_102552,ALL ROCKER COVERS (BOTH ENGS) HAVE LOOSE SCREWS.,TIGHTENED ALL SCREWS.,,,maintnet
MN_102553,L/H OIL COOLER SUPPORT BAFFLE CRACKED.,REPLACED W/ SERVICEABLE BAFFLE ASSY.,,,maintnet
MN_102554,#2 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 CYL INTAKE GASKET.,,,maintnet
MN_102555,#2 CYL STANDBY ASSY BROKEN.,REMOVED & REPLACED #2 CYL ANCHOR STANDBY ASSY.,,,maintnet
MN_102556,#1 CYL ANCHOR STANDBY ASSY BROKEN.,REMOVED & REPLACED #1 CYL ANCHOR STANDBY ASSY.,,,maintnet
MN_102557,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",LEAK CK GOOD. OPS CK GOOD.,,,maintnet
MN_102558,L/H SIDE OF L/H ENGINE BAFFLING CONNECTING ROD BROKEN.,REMOVED & REPLACED ROD.,,,maintnet
MN_102559,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.","REMOVED #4 CYL, BAFFLES, OIL LINES & OIL COOLER. REMOVE",,,maintnet
MN_102560,"CYL #2 & 3, ON L/H ENGINE, ROCKER COVER GASKETS ARE LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102561,SCREW ON R/H AFT BAFFLE LOOSE.,RESECURED SCREW.,,,maintnet
MN_102562,STARTER FRONT CAP LOOSE.,SECURED & TIGHTENED STARTER FRONT CAP.,,,maintnet
MN_102563,#3 & 2 ROCKER COVER GASKETS LEAKING.,REMOVED #3 & 2 ROCKER COVER GASKETS & REPLACED.,,,maintnet
MN_102564,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED #2 & 4 INTAKE GASKETS.,,,maintnet
MN_102565,L/H BAFFLE PLUG HOLE IS WORN.,"INSTALLED PATCH, RIVETED IAW  SRM.",,,maintnet
MN_102566,1 BAFFLE PLUG WORN.,REMOVED & REPLACED BAFFLE PLUG.,,,maintnet
MN_102567,INTAKE BOOT IS TORN.,REPLACED BOOT.,,,maintnet
MN_102568,"LEFT ENGINE #4 BAFFLE CRACKED, NEAR COOLER.",STOP DRILLED CRACK.,,,maintnet
MN_102569,LEFT ENGINE BAFFLE SCREW MISSING FWD OF #2 CYL.,INSTALLED NEW SCREW & WASHERS IN L/H ENGINE BAFFLE.,,,maintnet
MN_102570,"#2, 3 ROCKER COVER GASKETS LEAKING.","REPLACED #2, 3 ROCKER COVER GASKETS.",,,maintnet
MN_102571,#2 CYL ROCKER COVER LEAKING.,REPLACED #2 CYL ROCKER COVER GASKET.,,,maintnet
MN_102572,"#2, 4 INTAKE GASKETS LEAKING.","REPLACED #2, 4 INTAKE GASKETS.",,,maintnet
MN_102573,"#2, 3, 4 ROCKER COVER GASKETS LEAKING.",REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102574,ENGINE BAFFLE TIE ROD BROKEN.,REMOVED & REPLACED ENGINE BAFFLE TIE ROD.,,,maintnet
MN_102575,L/H AFT ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_102576,#2 & 1 INTAKE LEAKING.,REPLACED #1 INTAKE GASKET.,,,maintnet
MN_102577,#2 & 1 INTAKE LEAKING.,REPLACED #2 INTAKE GASKET.,,,maintnet
MN_102578,#2 INDUCTION TUBE GASKET LEAKING.,REMOVED & REPLACED #2 INDUCTION TUBE GASKET.,,,maintnet
MN_102579,#1 & 3 CYL LWR BAFFLE PATCHE IS CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_102580,#2 CYL INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_102581,"INTAKE TUBE LEAKING, CYL #1 ATTACHMENT POINT TO OIL SUMP.",LEAK CK GOOD.,,,maintnet
MN_102582,"INTAKE TUBE LEAKING, CYL #1 ATTACHMENT POINT TO OIL SUMP.",SWAGED INTAKE TUBE ATTACHMENT GROOVE. INSTALLED NEW INT,,,maintnet
MN_102583,L/H BAFFLE HAS LOOSE SCREW.,ADJUSTED BAFFLE & TIGHTENED SCREWS.,,,maintnet
MN_102584,CYL #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102585,R/H ENG #1 CYL BAFFLE CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_102586,R/H ENG #4 CYL UPPER BAFFLE SEAL LOOSE.,INSTALLED NEW RIVET IN BAFFLE SEAL.,,,maintnet
MN_102587,"L/H ENG #2, 3 & 4 ROCKER BOX COVER GASKETS LEAKING.",TIGHTENED ALL ROCKER BOX COVERS.,,,maintnet
MN_102588,#3 CYL SIDE BAFFLE HAS LOOSE HARDWARE.,REMOVED & REPLACED BAFFLE SCREW & WASHER.,,,maintnet
MN_102589,"ENGINE COOLING BAFFLE MISISNG SCREW, R/H SIDE.",REPLACED MISSING SCREW ON R/H SIDE OF ENGINE COOLING BA,,,maintnet
MN_102590,ENGINE R/H REAR BAFFLE SCREW LOOSE.,TIGHTENED SCREW.,,,maintnet
MN_102591,#3 & 4 CYL ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #3 & 4 CYL ROCKER COVER GASKETS.,,,maintnet
MN_102592,#1 CYL BAFFLE CRACK SPREADING BEYOND EXISTING STOP DRILL.,"STOP DRILLED CRACK, FABRICATED PATCH FROM LIKE MATERIAL",,,maintnet
MN_102593,CYL #3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_102594,#4 INDUCTION TUBE GASKET LEAKING.,REMOVED & REPLACED INDUCTION TUBE GASKET.,,,maintnet
MN_102595,L/H ENGINE BAFFLE PLUG HOLE WORN.,INSTALLED BAFFLE DOUBLER IAW,,,maintnet
MN_102596,#1 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_102597,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET W/ NEW.,,,maintnet
MN_102598,#2 INTAKE GASKET IS LEAKING.,REPLACED GASKET. LEAK CK GOOD.,,,maintnet
MN_102599,BOTH BAFFLE PLUGS WORN.,REMOVED & REPLACED PLUGS.,,,maintnet
MN_102600,#1 CYL SIDE BAFFLE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH OF LIKE MATERIAL,",,,maintnet
MN_102601,FUEL LINE SUPPORT BRACKET AT BAFFLE SUPPORT LOOSE.,TIGHTENED FUEL LINE SUPPORT BRACKET AT BAFFLE SUPPORT.,,,maintnet
MN_102602,#2 & 4 INTAKE GASKETS LEAKING.,"REMOVED & REPLACED CYL #2, 4 INTAKE GASKETS.",,,maintnet
MN_102603,ENGINE OVERSPEED.,"DETERMINED TO BE PILOT INDUCED MOMENTARY OVERSPEED, NO",,,maintnet
MN_102604,#4 INTAKE LEAKS.,REPLACED GASKET.,,,maintnet
MN_102605,#1 ROCKER COVER GASKET LEAKING.,REPLACED ROCKER COVER GASKET.,,,maintnet
MN_102606,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_102607,#2 & 3 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102608,#2 INTAKE LEAKING.,REPLACED GASKET.,,,maintnet
MN_102609,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,,,maintnet
MN_102610,"RIVET MISSING ON R/H BAFFLE HOLD DOWN ANGLE, BEHIND OIL COOL","REMOVED BAFFLE, REPLACED MISSING RIVET. INSTALLED BAFFL",,,maintnet
MN_102611,#2 & 4 ROCKER GASKETS ARE LEAKING.,REPLACED GASKETS.,,,maintnet
MN_102612,"CRACK IN ENGINE COWLING BAFFLE, #1 CYL.",STOP DRILLED CRACK.,,,maintnet
MN_102613,#1 & 2 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #1 & 2 ROCKER COVER GASKETS.,,,maintnet
MN_102614,#2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,,,maintnet
MN_102615,CYL #2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102616,#2 ROCKER GASKET LEAKING.,REMOVED & REPLACED CYL #2 ROCKER GASKET.,,,maintnet
MN_102617,#4 & 3 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_102618,#2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVERS.,,,maintnet
MN_102619,DID NORMAL START & WHEN IT FIRED - ENGINE RAN ROUGH FOR SEVE,"COULD NOT DUPLICATE DISCREP. RAN UP A/C, PERFORMED MAG,",,,maintnet
MN_102620,L/H ENG #2 CYL INTAKE GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_102621,#1 & 4 INTAKE GASKETS LEAKING ON R/H ENGINE.,REMOVED & REPLACED #1 & 4 INTAKE GASKETS ON R/H ENGINE.,,,maintnet
MN_102622,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_102623,"ENGINE BAFFLE SUPPORT BRACKET HAS LOOSE SCREWS, #3 CYL.",TIGHTENED LOOSE SCREWS ON #3 CYL ENGINE BAFFLE.,,,maintnet
MN_102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,RESECURED COWL SEAL TO #2 CYL BAFFLING W/ NEW FASTENER.,,,maintnet
MN_102625,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_102626,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102627,#2 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102628,#2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102629,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102630,HARDWARE MISSING FROM R/H AFT SIDE BAFFLE.,INSTALLED NEW HARDWARE.,,,maintnet
MN_102631,#3 ROCKER COVER GASKET LEAKING.,INSTALLED NEW GASKET.,,,maintnet
MN_102632,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_102633,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 CYL ROCKER COVER GASKET.,,,maintnet
MN_102634,#4 CYL TOP SPARK PLUG ACCESS HOLE ON ENGINE BAFFLE REQUIRES,INSTALLED  SPARK PLUG ACCESS HOLE PATCH TO #4 CYL,,,maintnet
MN_102635,3 EACH BAFFLE SCREWS MISSING.,INSTALLED SCREWS.,,,maintnet
MN_102636,#2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,,,maintnet
MN_102637,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_102638,START ASSIST.,"STARTED A/C FOR PILOT, USING NORMAL PROCEDURES.",,,maintnet
MN_102639,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102640,#2 CYL ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102641,#4 ROCKER GASKET LEAKING.,REMOVED & REPLACED #4 CYL ROCKER COVER GASKET. LEAK CK,,,maintnet
MN_102642,"CRACK ON ENGINE COOLING BAFFLE, #1 CYL.",STOP DRILLED CRACK.,,,maintnet
MN_102643,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_102644,#1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,,,maintnet
MN_102645,"SCREW LOOSE ON BAFFLE, BEHIND OIL FILLER TUBE.",REMOVED & REPLACED BAFFLE SCREW.,,,maintnet
MN_102646,"BAFFLE SEAL, ON BOTTOM RIGHT SIDE, NEEDS TO BE SECURED.",SECURED BOTTOM RIGHT SIDE BAFFLE SEAL.,,,maintnet
MN_102647,L/H BAFFLE O/B SPRING IS BROKEN.,REMOVED & REPLACED SPRING W/ NEW.,,,maintnet
MN_102648,L/H BAFFLE I/B SPRING HAS PULLED THROUGH.,DRILLED NEW HOLE INTO BAFFLING & REINSTALLED SPRING.,,,maintnet
MN_102649,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_102650,#2 INTAKE LEAKING.,REPLACED INTAKE GASKET.,,,maintnet
MN_102651,L/H BAFFLE PLUG WORN.,REPLACED BAFFLE PLUG.,,,maintnet
MN_102652,"#2, 3 & 4 ROCKER COVERS LEAKING.",REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102653,#2 & 3 ROCKER COVERS INSTALLED W/ BAFFLE TUBE UNDER COVERS.,REMOVED ROCKER COVERS. ALIGNED BRACKETS CORRECTLY. REIN,,,maintnet
MN_102654,FRONT & L/H ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_102655,#4 INTAKE GASKET LEAKING.,REPLACED #4 INTAKE GASKET.,,,maintnet
MN_102656,"#1, 2, 4 ROCKER COVER GASKETS LEAKING.","REPLACED #1, 2, 4 ROCKER COVER GASKETS.",,,maintnet
MN_102657,MANIFOLD PSI GAUGE READS ATMOSPHERIC PRESSURE.,INSPECTED & FOUND MANIFOLD PSI LINE BROKEN AT FERRULE.,,,maintnet
MN_102658,"INTAKE GASKETS #2, 3 4 CYLS ARE LEAKING ON R/H ENG.",REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_102659,L/H ENG BROKEN BAFFLE ROD RUNNING ALONG CYL #2 & 4.,REMOVED & REPLACED L/H ENG BAFFLE TIE ROD.,,,maintnet
MN_102660,CYL #2 & 3 LEFT ENGINE LEAKING INTAKE GASKETS.,REMOVED & REPLACED INTAKE GASKETS ON #2 & 3 CYL OF L/H,,,maintnet
MN_102661,"ROCKER COVER GASKETS, CYL #2 & 4 R/H ENG, LEAKING.",REMOVED & REPLACED VALVE COVER GASKETS ON R/H ENG.,,,maintnet
MN_102662,"LEFT ENGINE ROCKER COVER GASKETS CYL #2, 3 & 4 LEAKING.","REMOVED & REPLACED VALVE COVER GASKETS ON CYL #2, 3 & 4",,,maintnet
MN_102663,#3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #3 & 4 CYL ROCKER COVER GASKETS.,,,maintnet
MN_102664,"CYL #2 INTAKE GASKET LEAKING, L/H ENG.",REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_102665,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,,,maintnet
MN_102666,"L/H ENG, #3 CYL ROCKER COVER GASKET LEAKING.",REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_102667,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_102668,#3 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_102669,#4 INTAKE GASKET LEAKS.,REPLACED #4 INTAKE GASKET W/ NEW.,,,maintnet
MN_102670,R/H ENG #2 INTAKE LEAKING.,"REMOVED & REPLACED #2 INTAKE GASKET, R/H ENG.",,,maintnet
MN_102671,"#4 INTAKE GASKET LEAKING, R/H ENG.",REMOVED & REPLACED #4 INTAKE GASKET ON R/H ENG.,,,maintnet
MN_102672,"#2, 3 & 4 ROCKER COVER GASKETS LEAKING, R/H ENG.","REMOVED & REPLACED CYL #2, 3, 4 ROCKER COVER GASKETS.",,,maintnet
MN_102673,L/H ENG CYL #3 & 4 ROCKER COVER GASKETS LEAKING.,"REMOVED & REPLACED L/H CYL #3, 4 ROCKER COVER GASKETS.",,,maintnet
MN_102674,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_102675,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_102676,#3 CYL BAFFLE PLUG IS MISSING.,INSTALLED NEW BAFFLE PLUG.,,,maintnet
MN_102677,2 RIVETS MISSING FROM ENGINE DATA PLATE.,INSTALLED 2 NEW RIVETS ON DATA PLATE.,,,maintnet
MN_102678,BAFFLE SCREW BEHIND OIL FILLER TUBE LOOSE.,REMOVED & REPLACED BAFFLE SCREW.,,,maintnet
MN_102679,#2 & 3 ROCKER COVER GASKETS LEAKING.,"REMOVED & REPLACED #2, 3 ROCKER COVER GASKETS.",,,maintnet
MN_102680,START ASSIST.,STARTED A/C USING NORMAL PROCEDURES.,,,maintnet
MN_102681,PILOT REQUESTS START ASSIST.,ASSISTED START.,,,maintnet
MN_102682,PILOT REQUESTS START ASSIST.,ASSISTED START.,,,maintnet
MN_102683,START ASSIST.,ASSISTED PILOT STARTING A/C.,,,maintnet
MN_102684,#3 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON L/H ENG.,,,maintnet
MN_102685,"#2, 3 & 4 ROCKERS LEAKING ON L/H ENGINE.","REMOVED & REPLACED #2, 3, 4 ROCKER COVER GASKETS ON L/H",,,maintnet
MN_102686,"#2, 3, 4 ROCKER COVERS LEAKING ON R/H ENGINE.","REMOVED & REPLACED #2, 3, 4 ROCKER COVER GASKETS ON R/H",,,maintnet
MN_102687,"L/H ENG, R/H REAR BAFFLE IS CRACKED.",STOP DRILLED CRACK.,,,maintnet
MN_102688,"L/H ENG, L/H REAR BAFFLE IS CRACKED.",REMOVED & REPLACED CRACKED ANGLE BRACKET.,,,maintnet
MN_102689,ALL 4 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS ON ALL CYLS.,,,maintnet
