entity_id,record_id,entity_text,entity_type,source
ENT_19931029041169A_0,19931029041169A,SPUN,PERSON,spacy_ner
ENT_19931029041169A_0,19931029041169A,ROTORS FLEXED CHOPPED,ORG,spacy_ner
ENT_19930904037869I_0,19930904037869I,RUNWAY,ORG,spacy_ner
ENT_19930904037869I_0,19930904037869I,BOUNCED,ORG,spacy_ner
ENT_19931121050129I_0,19931121050129I,AFT,ORG,spacy_ner
ENT_19931121050129I_0,19931121050129I,EN ROUTE,ORG,spacy_ner
ENT_19931121050129I_0,19931121050129I,INSPECTED LOCKING ASSEMBLY,ORG,spacy_ner
ENT_19930905032909A_0,19930905032909A,CLIMBOUT,ORG,spacy_ner
ENT_19931110042579A_0,19931110042579A,BACKFIRE ON ENGINE START,ORG,spacy_ner
ENT_19930920045369A_0,19930920045369A,GEAR,ORG,spacy_ner
ENT_19930920045369A_0,19930920045369A,LACKED,ORG,spacy_ner
ENT_19930924036399A_0,19930924036399A,DEBRIS,GPE,spacy_ner
ENT_19930805041849A_0,19930805041849A,CLIMBOUT,ORG,spacy_ner
ENT_19930926036259A_0,19930926036259A,TIMELY,PERSON,spacy_ner
ENT_19931024040629A_0,19931024040629A,IMPACTED,ORG,spacy_ner
ENT_19931025040659A_0,19931025040659A,BEGAN,PERSON,spacy_ner
ENT_19931025040659A_0,19931025040659A,SPIN UNCONTROLLABY,ORG,spacy_ner
ENT_19931025040659A_0,19931025040659A,IMPACTED GULF,PERSON,spacy_ner
ENT_19930811032629I_0,19930811032629I,COWLING,PERSON,spacy_ner
ENT_19930811032629I_0,19930811032629I,CAP,ORG,spacy_ner
ENT_19931121044459A_0,19931121044459A,GEAR,ORG,spacy_ner
ENT_19931121044459A_0,19931121044459A,GEAR,ORG,spacy_ner
ENT_19931121044459A_0,19931121044459A,FUSE GAGE,ORG,spacy_ner
ENT_19940218035189A_0,19940218035189A,MANEUVERING,ORG,spacy_ner
ENT_19940218035189A_0,19940218035189A,USED BALLISTIC CHUTE,ORG,spacy_ner
ENT_19940226003029A_0,19940226003029A,LOST POWER EN ROUTE,ORG,spacy_ner
ENT_19940226003029A_0,19940226003029A,ON PRIVATE STRIP,ORG,spacy_ner
ENT_19940118004159I_0,19940118004159I,205,CARDINAL,spacy_ner
ENT_19940118004159I_0,19940118004159I,N356QS,FAC,spacy_ner
ENT_19940118004159I_0,19940118004159I,DEPARTED,ORG,spacy_ner
ENT_19940118004159I_0,19940118004159I,NASHVILLE,GPE,spacy_ner
ENT_19940118004159I_0,19940118004159I,TN,GPE,spacy_ner
ENT_19940118004159I_0,19940118004159I,DAYTON,GPE,spacy_ner
ENT_19940118004159I_0,19940118004159I,OH,GPE,spacy_ner
ENT_19940122000729A_0,19940122000729A,TURNED BACK,ORG,spacy_ner
ENT_19940304000909I_0,19940304000909I,ENGINES,ORG,spacy_ner
ENT_19940311004919A_0,19940311004919A,DEPARTED,ORG,spacy_ner
ENT_19940311004919A_0,19940311004919A,7000FT,CARDINAL,spacy_ner
ENT_19940209001909I_0,19940209001909I,AIRMAN/AIR AGENCY,ORG,spacy_ner
ENT_19940209001909I_0,19940209001909I,381,CARDINAL,spacy_ner
ENT_19940209001909I_0,19940209001909I,NEWARD,ORG,spacy_ner
ENT_19940209001909I_0,19940209001909I,NEW JERSEY,GPE,spacy_ner
ENT_19940209001909I_0,19940209001909I,THE AIRCRAFT WA,ORG,spacy_ner
ENT_19940309011429I_0,19940309011429I,GEAR,ORG,spacy_ner
ENT_19940411010619A_0,19940411010619A,DEPART,PERSON,spacy_ner
ENT_19940115000519A_0,19940115000519A,VALVE,ORG,spacy_ner
ENT_19940313004879A_0,19940313004879A,ENGING,PERSON,spacy_ner
ENT_19940313004879A_0,19940313004879A,HYDRO PUMP,ORG,spacy_ner
ENT_19940312005049A_0,19940312005049A,ON CLIMBOUT PARTIAL,ORG,spacy_ner
ENT_19940318005829A_0,19940318005829A,MOORED,PERSON,spacy_ner
ENT_19940318005829A_0,19940318005829A,BILGE,PERSON,spacy_ner
ENT_19940314009909I_0,19940314009909I,MANIFOLD,PERSON,spacy_ner
ENT_19940311010119I_0,19940311010119I,PILOTED BY EDGAR C. MC GEE,PERSON,spacy_ner
ENT_19940311010119I_0,19940311010119I,248744006,MONEY,spacy_ner
ENT_19931215047419A_0,19931215047419A,190MPH,CARDINAL,spacy_ner
ENT_19931215047419A_0,19931215047419A,SPAR,ORG,spacy_ner
ENT_19940329008349A_0,19940329008349A,STRUCK TREES LANDING,ORG,spacy_ner
ENT_19940430009969A_0,19940430009969A,TANDEM CUB,PERSON,spacy_ner
ENT_19940430009969A_0,19940430009969A,TREE,ORG,spacy_ner
ENT_19940122007719I_0,19940122007719I,THE STUDENT PILOT,WORK_OF_ART,spacy_ner
ENT_19940305006749A_0,19940305006749A,LOST POWER ON CLIMBOUT,ORG,spacy_ner
ENT_19940228006769A_0,19940228006769A,BLEW BACK,ORG,spacy_ner
ENT_19940111024519I_0,19940111024519I,JANUARY 1,DATE,spacy_ner
ENT_19940111024519I_0,19940111024519I,440/580,DATE,spacy_ner
ENT_19940111024519I_0,19940111024519I,N5123,ORG,spacy_ner
ENT_19940111024519I_0,19940111024519I,PILOTED,ORG,spacy_ner
ENT_19940111024519I_0,19940111024519I,CA,GPE,spacy_ner
ENT_19940301016609I_0,19940301016609I,STATIC INSTRUMENTS GIVING ERRONEOUS INFORMATION ON CLIMB,ORG,spacy_ner
ENT_19940301016609I_0,19940301016609I,STATIC PORTS COVERED,ORG,spacy_ner
ENT_19940318005589A_0,19940318005589A,GAUGES,ORG,spacy_ner
ENT_19940304026939I_0,19940304026939I,POSITION.SEAT,ORG,spacy_ner
ENT_19940304026939I_0,19940304026939I,SLID,PERSON,spacy_ner
ENT_19940304026939I_0,19940304026939I,RUNWAY,ORG,spacy_ner
ENT_19940122000809A_0,19940122000809A,CLIMBOUT,ORG,spacy_ner
ENT_19940122000809A_0,19940122000809A,FUEL,GPE,spacy_ner
ENT_19940608047899A_0,19940608047899A,CANOPY,ORG,spacy_ner
ENT_19940608047899A_0,19940608047899A,STRUCK OUTHOUSE,ORG,spacy_ner
ENT_19940608047899A_0,19940608047899A,RUNWAY,ORG,spacy_ner
ENT_19940903036459I_0,19940903036459I,WHEEL ASSEMBLY LANDING ON GRASS STRIP,ORG,spacy_ner
ENT_19940731019749A_0,19940731019749A,VEERED,ORG,spacy_ner
ENT_19940807020329A_0,19940807020329A,FUEL PRESSURE DECREASED,ORG,spacy_ner
ENT_19940807020329A_0,19940807020329A,NOSED,ORG,spacy_ner
ENT_19940807020329A_0,19940807020329A,RUSTY,ORG,spacy_ner
ENT_19940806020599A_0,19940806020599A,YEARS,DATE,spacy_ner
ENT_19940706017619A_0,19940706017619A,TACH,PERSON,spacy_ner
ENT_19940706017619A_0,19940706017619A,EXPLAINED,PERSON,spacy_ner
ENT_19940522049029I_0,19940522049029I,COWLING,PERSON,spacy_ner
ENT_19940807032099I_0,19940807032099I,LOST POWER LANDED I75,ORG,spacy_ner
ENT_19940807032099I_0,19940807032099I,ALLOWED,ORG,spacy_ner
ENT_19940704031599I_0,19940704031599I,ATR,ORG,spacy_ner
ENT_19940704031599I_0,19940704031599I,DESCENT.NO MECHANICAL DEFECT,PRODUCT,spacy_ner
ENT_19940531027689I_0,19940531027689I,CAGO,PERSON,spacy_ner
ENT_19940531027689I_0,19940531027689I,ON CLIMB,ORG,spacy_ner
ENT_19940531027689I_0,19940531027689I,CARGO POD FELL OUT,ORG,spacy_ner
ENT_19940719019629A_0,19940719019629A,CANOPY,ORG,spacy_ner
ENT_19940719019629A_0,19940719019629A,LOOPED,ORG,spacy_ner
ENT_19940908025999A_0,19940908025999A,INDICATING RAPID FUEL DEPLETON,ORG,spacy_ner
ENT_19940908025999A_0,19940908025999A,4U6,CARDINAL,spacy_ner
ENT_19940818021759A_0,19940818021759A,CLIMBOUT,ORG,spacy_ner
ENT_19940818021759A_0,19940818021759A,TURNED INTO DEAD,ORG,spacy_ner
ENT_19940818021759A_0,19940818021759A,CRANE,ORG,spacy_ner
ENT_19940818021759A_0,19940818021759A,FUE,ORG,spacy_ner
ENT_19940721031609I_0,19940721031609I,JULY 21,DATE,spacy_ner
ENT_19940721031609I_0,19940721031609I,206,CARDINAL,spacy_ner
ENT_19940721031609I_0,19940721031609I,N2750F,DATE,spacy_ner
ENT_19940721031609I_0,19940721031609I,EL CAJ,ORG,spacy_ner
ENT_19940620048819A_0,19940620048819A,LOST POWER ON LOCAL FLIGHT,ORG,spacy_ner
ENT_19940620048819A_0,19940620048819A,ON HIGHWAY,ORG,spacy_ner
ENT_19940620048819A_0,19940620048819A,FIRST,ORDINAL,spacy_ner
ENT_19940620048819A_0,19940620048819A,4 YEARS,DATE,spacy_ner
ENT_19940709032089I_0,19940709032089I,LOST POWER EN ROUTE TO SPRAY,ORG,spacy_ner
ENT_19940709032089I_0,19940709032089I,SLID ON WET GRASS LANDING,ORG,spacy_ner
ENT_19940530040609A_0,19940530040609A,SEAT,ORG,spacy_ner
ENT_19940530040609A_0,19940530040609A,FRAME,PRODUCT,spacy_ner
ENT_19940611028999I_0,19940611028999I,OVERHEAT,ORG,spacy_ner
ENT_19940715018089A_0,19940715018089A,BEGAN,PERSON,spacy_ner
ENT_19940715018089A_0,19940715018089A,RAN OUT,ORG,spacy_ner
ENT_19940715018089A_0,19940715018089A,LAKE,GPE,spacy_ner
ENT_19940715034609I_0,19940715034609I,MEXICO,GPE,spacy_ner
ENT_19940715034609I_0,19940715034609I,YAW,PERSON,spacy_ner
ENT_19940715034609I_0,19940715034609I,AIRCR,ORG,spacy_ner
ENT_19940530012939A_0,19940530012939A,BOOST PUMP,ORG,spacy_ner
ENT_19940530012939A_0,19940530012939A,100,CARDINAL,spacy_ner
ENT_19940530012939A_0,19940530012939A,DEGREES,PRODUCT,spacy_ner
ENT_19940907048599A_0,19940907048599A,STOWED,ORG,spacy_ner
ENT_19940611015219A_0,19940611015219A,ON TOW CLIMBOUT,ORG,spacy_ner
ENT_19940611015219A_0,19940611015219A,RELEASED TOW,ORG,spacy_ner
ENT_19940611015219A_0,19940611015219A,IMPROPER,ORG,spacy_ner
ENT_19940819022339I_0,19940819022339I,RAN,ORG,spacy_ner
ENT_19940819022339I_0,19940819022339I,RUNWAY,ORG,spacy_ner
ENT_19940719020269A_0,19940719020269A,CLIMBOUT,ORG,spacy_ner
ENT_19940719020269A_0,19940719020269A,PREFLIGHT,ORG,spacy_ner
ENT_19940602013379A_0,19940602013379A,CYLIC,ORG,spacy_ner
ENT_19940515048059I_0,19940515048059I,SBN,ORG,spacy_ner
ENT_19940702017269A_0,19940702017269A,WINDSHEAR,ORG,spacy_ner
ENT_19940715027909I_0,19940715027909I,RUNWAY,ORG,spacy_ner
ENT_19940715027909I_0,19940715027909I,DIRT,GPE,spacy_ner
ENT_19940619015629A_0,19940619015629A,NOSED,ORG,spacy_ner
ENT_19940813021529A_0,19940813021529A,DRIFTED,ORG,spacy_ner
ENT_19940827034779I_0,19940827034779I,CIRCLE,PERSON,spacy_ner
ENT_19940519011739A_0,19940519011739A,TWO,CARDINAL,spacy_ner
ENT_19940809021049A_0,19940809021049A,20,CARDINAL,spacy_ner
ENT_19940729020119A_0,19940729020119A,CLIMBOUT,ORG,spacy_ner
ENT_19940729020119A_0,19940729020119A,NOSED,ORG,spacy_ner
ENT_19940729020119A_0,19940729020119A,MUD DAUBER NEST MATERIAL,ORG,spacy_ner
ENT_19940612014969A_0,19940612014969A,GUSTY,ORG,spacy_ner
ENT_19940612014969A_0,19940612014969A,IMPACTED RUNWAY,PERSON,spacy_ner
ENT_19940530028959I_0,19940530028959I,TURNED OFF BLEED AIR,ORG,spacy_ner
ENT_19940526031279I_0,19940526031279I,STRUCK ROTORS,PERSON,spacy_ner
ENT_19940526031279I_0,19940526031279I,IMPROPERLY,ORG,spacy_ner
ENT_19941113038169A_0,19941113038169A,STRUCK TREES LANDING,ORG,spacy_ner
ENT_19941113038169A_0,19941113038169A,INADEQUATE FUEL SUMPING.,PERSON,spacy_ner
ENT_19941001037039I_0,19941001037039I,CLIMBOUT,ORG,spacy_ner
ENT_19941001037039I_0,19941001037039I,TURNED BACK,ORG,spacy_ner
ENT_19941014039459I_0,19941014039459I,RETURNED,PERSON,spacy_ner
ENT_19941014039459I_0,19941014039459I,MAINTENANCE RESET CIRCUIT BREAKERS.OPS,PERSON,spacy_ner
ENT_19941228042989A_0,19941228042989A,COWLING,PERSON,spacy_ner
ENT_19941228042989A_0,19941228042989A,COWLING,PERSON,spacy_ner
ENT_19941228042989A_0,19941228042989A,COWLING,PERSON,spacy_ner
ENT_19941129039879A_0,19941129039879A,VANES ERRODED,PERSON,spacy_ner
ENT_19940922029829A_0,19940922029829A,FAA ASI GIVING,ORG,spacy_ner
ENT_19941207040969A_0,19941207040969A,RAN OUT,ORG,spacy_ner
ENT_19941207040969A_0,19941207040969A,SIPHONED,ORG,spacy_ner
ENT_19941015034899A_0,19941015034899A,RETURNED,PERSON,spacy_ner
ENT_19940918028309A_0,19940918028309A,CRASHED.FLOAT,ORG,spacy_ner
ENT_19941125039249A_0,19941125039249A,ACCIDENTLLY TURNED OFF IGNITION EN ROUTE.,ORG,spacy_ner
ENT_19941027046069I_0,19941027046069I,LANDING.ANTENNA,PERSON,spacy_ner
ENT_19941222048769A_0,19941222048769A,DEPARTING,ORG,spacy_ner
ENT_19941222048769A_0,19941222048769A,TURNED BACK,ORG,spacy_ner
ENT_19941222048769A_0,19941222048769A,ICE,ORG,spacy_ner
ENT_19941127039199A_0,19941127039199A,VFR,ORG,spacy_ner
ENT_19941127039199A_0,19941127039199A,PROCEEDED,PERSON,spacy_ner
ENT_19941127039199A_0,19941127039199A,IMC,ORG,spacy_ner
ENT_19940918037579I_0,19940918037579I,CLIMBOUT,ORG,spacy_ner
ENT_19940918037579I_0,19940918037579I,LANDED FARM FIELD,ORG,spacy_ner
ENT_19941118043129I_0,19941118043129I,CLIMBOUT,ORG,spacy_ner
ENT_19941118043129I_0,19941118043129I,180,CARDINAL,spacy_ner
ENT_19941218045719I_0,19941218045719I,TOWBAR,NORP,spacy_ner
ENT_19941218045719I_0,19941218045719I,TOWBAR,ORG,spacy_ner
ENT_19950113003429I_0,19950113003429I,0530,CARDINAL,spacy_ner
ENT_19950108000199A_0,19950108000199A,LOST POWER ON CLIMBOUT,ORG,spacy_ner
ENT_19950114000459A_0,19950114000459A,NEWLY,ORG,spacy_ner
ENT_19950114000459A_0,19950114000459A,BELT PREVENTED,PERSON,spacy_ner
ENT_19950115000449A_0,19950115000449A,UNEVEN,ORG,spacy_ner
ENT_19950115000449A_0,19950115000449A,SLIPPED,NORP,spacy_ner
ENT_19950115000449A_0,19950115000449A,TANKS,GPE,spacy_ner
ENT_19950115000449A_0,19950115000449A,CANS,ORG,spacy_ner
ENT_19950118003799I_0,19950118003799I,JANUARY 18,DATE,spacy_ner
ENT_19950118003799I_0,19950118003799I,DELTA AIRLINES,ORG,spacy_ner
ENT_19950118003799I_0,19950118003799I,1691,MONEY,spacy_ner
ENT_19950124001189A_0,19950124001189A,NOSE,ORG,spacy_ner
ENT_19950129005649I_0,19950129005649I,DECELERATING,PERSON,spacy_ner
ENT_19950208003549A_0,19950208003549A,ICE,ORG,spacy_ner
ENT_19950208003549A_0,19950208003549A,PRIOR PROBLEM,PERSON,spacy_ner
ENT_19950208003549A_0,19950208003549A,MAG,ORG,spacy_ner
ENT_19950208003549A_0,19950208003549A,ONE,CARDINAL,spacy_ner
ENT_19950208003549A_0,19950208003549A,MAG,ORG,spacy_ner
ENT_19950209001419A_0,19950209001419A,FIRST,ORDINAL,spacy_ner
ENT_19950209001419A_0,19950209001419A,INADEQUATE FUEL SUMPING,PERSON,spacy_ner
ENT_19950303003139A_0,19950303003139A,RUNWAY DARK,ORG,spacy_ner
ENT_19950303003139A_0,19950303003139A,ICE ON AIRCRAFT,ORG,spacy_ner
ENT_19950215047429I_0,19950215047429I,28L,ORG,spacy_ner
ENT_19950215047429I_0,19950215047429I,VFR,ORG,spacy_ner
ENT_19950219004799A_0,19950219004799A,BRAKE,ORG,spacy_ner
ENT_19950219004799A_0,19950219004799A,BRAKE,ORG,spacy_ner
ENT_19950225002549A_0,19950225002549A,LOST POWER AFTER NOTING,ORG,spacy_ner
ENT_19950225002549A_0,19950225002549A,GEAR,ORG,spacy_ner
ENT_19950225002549A_0,19950225002549A,12 GALLONS FUEL,QUANTITY,spacy_ner
ENT_19950311003709A_0,19950311003709A,RAN,ORG,spacy_ner
ENT_19950312008889I_0,19950312008889I,MIA,ORG,spacy_ner
ENT_19950312008889I_0,19950312008889I,PHASES,ORG,spacy_ner
ENT_19950314029269I_0,19950314029269I,MARCH 14,DATE,spacy_ner
ENT_19950314029269I_0,19950314029269I,N7016M,ORG,spacy_ner
ENT_19950314029269I_0,19950314029269I,BUILT AIRCRAFT,ORG,spacy_ner
ENT_19950314029269I_0,19950314029269I,BLO,ORG,spacy_ner
ENT_19950303047789A_0,19950303047789A,ICE ON AIRCRAFT,ORG,spacy_ner
ENT_19950117000499A_0,19950117000499A,ON LIFTOFF REALIZED DOLLY,ORG,spacy_ner
ENT_19950117000499A_0,19950117000499A,CHOPPED,ORG,spacy_ner
ENT_19950321009089I_0,19950321009089I,AK,ORG,spacy_ner
ENT_19950321009089I_0,19950321009089I,70,CARDINAL,spacy_ner
ENT_19950321009089I_0,19950321009089I,FT,ORG,spacy_ner
ENT_19950420011449I_0,19950420011449I,MARCH 20,DATE,spacy_ner
ENT_19950420011449I_0,19950420011449I,PITTS,ORG,spacy_ner
ENT_19950420011449I_0,19950420011449I,PIS-1,ORG,spacy_ner
ENT_19950420011449I_0,19950420011449I,OWNED,ORG,spacy_ner
ENT_19950420011449I_0,19950420011449I,LANDE,ORG,spacy_ner
ENT_19950411014559A_0,19950411014559A,TRAILOR,ORG,spacy_ner
ENT_19950412011379I_0,19950412011379I,N4390F,PERSON,spacy_ner
ENT_19950412011379I_0,19950412011379I,DEPARTED,ORG,spacy_ner
ENT_19950412011379I_0,19950412011379I,RAMP,ORG,spacy_ner
ENT_19950123047799A_0,19950123047799A,ON TAKEOFF,ORG,spacy_ner
ENT_19950123047799A_0,19950123047799A,180,CARDINAL,spacy_ner
ENT_19950123047799A_0,19950123047799A,70,CARDINAL,spacy_ner
ENT_19950123047799A_0,19950123047799A,TIEDOWN,ORG,spacy_ner
ENT_19950416008229A_0,19950416008229A,60,CARDINAL,spacy_ner
ENT_19950129005889I_0,19950129005889I,4280,MONEY,spacy_ner
ENT_19950129005889I_0,19950129005889I,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,ORG,spacy_ner
ENT_19950129005889I_0,19950129005889I,COVINGTON,ORG,spacy_ner
ENT_19950129005889I_0,19950129005889I,KENTUCKY,ORG,spacy_ner
ENT_19950129005889I_0,19950129005889I,1000,CARDINAL,spacy_ner
ENT_19950405014059I_0,19950405014059I,TURNED ON AIRCRAFT GASOLINE HEATER TAXIING OUT,ORG,spacy_ner
ENT_19950405014059I_0,19950405014059I,NOSE,ORG,spacy_ner
ENT_19950405014059I_0,19950405014059I,IMPROPERLY,ORG,spacy_ner
ENT_19950525012979A_0,19950525012979A,135,CARDINAL,spacy_ner
ENT_19950525012979A_0,19950525012979A,LISCENSE,WORK_OF_ART,spacy_ner
ENT_19950416008009A_0,19950416008009A,CANOPY,ORG,spacy_ner
ENT_19950416008009A_0,19950416008009A,CANOPY,ORG,spacy_ner
ENT_19950417029249I_0,19950417029249I,EPR,ORG,spacy_ner
ENT_19950417029249I_0,19950417029249I,PROGRAMED,GPE,spacy_ner
ENT_19950417029249I_0,19950417029249I,FMC.CHECK,GPE,spacy_ner
ENT_19950417029249I_0,19950417029249I,IMPROPERLY,ORG,spacy_ner
ENT_19950418010119I_0,19950418010119I,ROBIDOUX,PERSON,spacy_ner
ENT_19950418010119I_0,19950418010119I,NORTHEAST AIR PROCEEDING,ORG,spacy_ner
ENT_19950421009249A_0,19950421009249A,RUNWAY,ORG,spacy_ner
ENT_19950421009249A_0,19950421009249A,VERNIER THROTTLE,ORG,spacy_ner
ENT_19950620026759I_0,19950620026759I,30,CARDINAL,spacy_ner
ENT_19950429009899A_0,19950429009899A,GLIDER GROUND LOOPED,ORG,spacy_ner
ENT_19950703016069A_0,19950703016069A,BOUNCED,ORG,spacy_ner
ENT_19950626014879A_0,19950626014879A,SPUN,PERSON,spacy_ner
ENT_19950706016619A_0,19950706016619A,HELICOPTER JUMPED,ORG,spacy_ner
ENT_19950712040299A_0,19950712040299A,REPORTED POWER,ORG,spacy_ner
ENT_19950712040299A_0,19950712040299A,ELECTRICS,ORG,spacy_ner
ENT_19950712040299A_0,19950712040299A,GEAR,ORG,spacy_ner
ENT_19950712040299A_0,19950712040299A,ON ROAD,ORG,spacy_ner
ENT_19950718019642A_0,19950718019642A,GLIDER COLLIDED WITH GROUND AFTER TOW,ORG,spacy_ner
ENT_19950718019642A_0,19950718019642A,GLIDER PILOT,ORG,spacy_ner
ENT_19950718019641A_0,19950718019641A,COLLIDED WITH GROUND,ORG,spacy_ner
ENT_19950718019641A_0,19950718019641A,GLIDER PILOT,ORG,spacy_ner
ENT_19950721019309A_0,19950721019309A,HOSE,ORG,spacy_ner
ENT_19950721019309A_0,19950721019309A,HOSE,ORG,spacy_ner
ENT_19950730035019I_0,19950730035019I,10,CARDINAL,spacy_ner
ENT_19950730035019I_0,19950730035019I,IKK,ORG,spacy_ner
ENT_19950802021639A_0,19950802021639A,LOST POWER ON CLIMBOUT,ORG,spacy_ner
ENT_19950804028629A_0,19950804028629A,LOST POWER LANDED HARD,ORG,spacy_ner
ENT_19950804028629A_0,19950804028629A,FLOATS,PERSON,spacy_ner
ENT_19950804028629A_0,19950804028629A,SUMP,ORG,spacy_ner
ENT_19950609018129A_0,19950609018129A,ENGINES,ORG,spacy_ner
ENT_19950609018129A_0,19950609018129A,RAN INTO TREES,ORG,spacy_ner
ENT_19950609018129A_0,19950609018129A,DIRT,GPE,spacy_ner
ENT_19950609018129A_0,19950609018129A,FUEL,GPE,spacy_ner
ENT_19950617021269I_0,19950617021269I,FRG,ORG,spacy_ner
ENT_19950216008379I_0,19950216008379I,207,CARDINAL,spacy_ner
ENT_19950216008379I_0,19950216008379I,N1549U,NORP,spacy_ner
ENT_19950216008379I_0,19950216008379I,THE BETHEL AIRPORT,ORG,spacy_ner
ENT_19950817028609A_0,19950817028609A,NOSED,ORG,spacy_ner
ENT_19950826026079A_0,19950826026079A,NOSE,ORG,spacy_ner
ENT_19950826026079A_0,19950826026079A,NOSE,ORG,spacy_ner
ENT_19950903030819A_0,19950903030819A,STRUCK POWER LINES,ORG,spacy_ner
ENT_19950701026479I_0,19950701026479I,680,CARDINAL,spacy_ner
ENT_19950701026479I_0,19950701026479I,FLP,ORG,spacy_ner
ENT_19950703022969I_0,19950703022969I,LOST POWER ON TAKEOFF,ORG,spacy_ner
ENT_19950703022969I_0,19950703022969I,FUEL SELECT,ORG,spacy_ner
ENT_19950910028399A_0,19950910028399A,EN ROUTE TO,ORG,spacy_ner
ENT_19950910028399A_0,19950910028399A,SPUN,PERSON,spacy_ner
ENT_19950910034359I_0,19950910034359I,BRAKE,ORG,spacy_ner
ENT_19950910034359I_0,19950910034359I,SUSPENDED,PERSON,spacy_ner
ENT_19950918034829I_0,19950918034829I,ON TAKEOFF LIFTOFF REALIZED,ORG,spacy_ner
ENT_19950918034829I_0,19950918034829I,RAN,ORG,spacy_ner
ENT_19950918034829I_0,19950918034829I,COLLAPSED NOSE GEAR,ORG,spacy_ner
ENT_19950706024739I_0,19950706024739I,ROUGH ENGINE EN ROUTE,ORG,spacy_ner
ENT_19950706024739I_0,19950706024739I,ALB,ORG,spacy_ner
ENT_19950706024739I_0,19950706024739I,NR4 CYL BORE,ORG,spacy_ner
ENT_19950706024739I_0,19950706024739I,SCAT,ORG,spacy_ner
ENT_19950706024739I_0,19950706024739I,HOSE,ORG,spacy_ner
ENT_19950708017569A_0,19950708017569A,CLIMBOUT,ORG,spacy_ner
ENT_19951012037469I_0,19951012037469I,VFR,ORG,spacy_ner
ENT_19951012037469I_0,19951012037469I,DEPARTE,ORG,spacy_ner
ENT_19950727025109I_0,19950727025109I,HYDRAULICS,ORG,spacy_ner
ENT_19951116045649I_0,19951116045649I,PHILADELPHIA,GPE,spacy_ner
ENT_19951116045649I_0,19951116045649I,PHL,ORG,spacy_ner
ENT_19951116045649I_0,19951116045649I,1:40 PM,TIME,spacy_ner
ENT_19951116045649I_0,19951116045649I,OUTB,PERSON,spacy_ner
ENT_19951117041119I_0,19951117041119I,RUNWAY,ORG,spacy_ner
ENT_19951117041119I_0,19951117041119I,UNEV,EVENT,spacy_ner
ENT_19951027034839A_0,19951027034839A,ON TAKEOFF ROLL,ORG,spacy_ner
ENT_19950802033319I_0,19950802033319I,PLACARDED,PERSON,spacy_ner
ENT_19950802033319I_0,19950802033319I,MEL,PERSON,spacy_ner
ENT_19950802033319I_0,19950802033319I,BRAKE,ORG,spacy_ner
ENT_19950802033319I_0,19950802033319I,MEL,ORG,spacy_ner
ENT_19951123038129A_0,19951123038129A,ON CLIMBOUT ADVISED RETURNING,ORG,spacy_ner
ENT_19951125045319A_0,19951125045319A,EJECTED,ORG,spacy_ner
ENT_19951125045319A_0,19951125045319A,EJECTED,ORG,spacy_ner
ENT_19950811033049A_0,19950811033049A,IMPACTED GROUND,ORG,spacy_ner
ENT_19950814024079A_0,19950814024079A,IMPROPERLY LEAN,ORG,spacy_ner
ENT_19950814024079A_0,19950814024079A,UNPROTECTED,ORG,spacy_ner
ENT_19951113036469A_0,19951113036469A,UNCONTROLLABLE ON LIFTOFF,ORG,spacy_ner
ENT_19951113036469A_0,19951113036469A,RUNWAY,ORG,spacy_ner
ENT_19951127040579A_0,19951127040579A,NOSED,ORG,spacy_ner
ENT_19950822025369A_0,19950822025369A,WOBBLY,ORG,spacy_ner
ENT_19950826026019A_0,19950826026019A,PITCHED UP,ORG,spacy_ner
ENT_19950903042959I_0,19950903042959I,RUNWAY,ORG,spacy_ner
ENT_19950903042959I_0,19950903042959I,APPLIED POWER,ORG,spacy_ner
ENT_19950903042959I_0,19950903042959I,ONE,CARDINAL,spacy_ner
ENT_19950903042959I_0,19950903042959I,PROPELLER,ORG,spacy_ner
ENT_19951222042459A_0,19951222042459A,DRIFTED ON NIGHT,ORG,spacy_ner
ENT_19951222042459A_0,19951222042459A,AGL,ORG,spacy_ner
ENT_19960120003039I_0,19960120003039I,JANUARY 20,DATE,spacy_ner
ENT_19960126001709I_0,19960126001709I,CANOPY,ORG,spacy_ner
ENT_19960127001069A_0,19960127001069A,VEERED,ORG,spacy_ner
ENT_19960128001019A_0,19960128001019A,EN ROUTE TURNED ON,ORG,spacy_ner
ENT_19960128001019A_0,19960128001019A,LAKE,GPE,spacy_ner
ENT_19950929030639A_0,19950929030639A,AS CLIMB,PRODUCT,spacy_ner
ENT_19950929030639A_0,19950929030639A,VARIED ON TAKEOFF,ORG,spacy_ner
ENT_19950929030639A_0,19950929030639A,SLID REARWARD.LOST,PERSON,spacy_ner
ENT_19960129005889A_0,19960129005889A,OCEAN,GPE,spacy_ner
ENT_19960129005889A_0,19960129005889A,SANK,ORG,spacy_ner
ENT_19960209004139I_0,19960209004139I,TWO,CARDINAL,spacy_ner
ENT_19951009037079A_0,19951009037079A,LOST POWER ON TAKEOFF,ORG,spacy_ner
ENT_19951009037079A_0,19951009037079A,COLLIDED,ORG,spacy_ner
ENT_19951009037079A_0,19951009037079A,SELECTOR,ORG,spacy_ner
ENT_19951010032019A_0,19951010032019A,WINDSHIFT ON LANDING,ORG,spacy_ner
